STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Pays,SKILL,Compétences,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,CHL,Chili,13,,-0.026,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,CHL,Chili,14,,0.254,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,01,,0.419,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,02,,-0.235,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,03,,0.068,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,04,,0.131,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,05,,0.108,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,07,,0.164,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,08,,-0.013,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,09,,-0.652,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,10,,-0.549,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,11,,0.228,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,12,,0.013,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,13,,0.247,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,14,,0.164,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,01,,-0.151,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,02,,0.006,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,03,,-0.066,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,04,,0.011,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,05,,0.091,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,06,,0.095,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,07,,-0.024,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,08,,0.334,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,09,,-0.043,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,10,,-0.021,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,11,,-0.155,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EST,Estonie,06,,0.093,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,12,,0.313,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,13,,0.026,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LVA,Lettonie,14,,0.192,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,01,,-0.082,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,02,,0.108,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,03,,0.071,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,04,,0.102,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,05,,0.031,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,06,,-0.206,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,07,,-0.145,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,08,,0.373,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,09,,-0.106,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,10,,-0.336,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,11,,-0.081,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,12,,-0.194,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,13,,-0.06,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,LTU,Lituanie,14,,0.617,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,01,,-0.081,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,02,,-0.109,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,03,,0.223,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,04,,-0.009,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,05,,0.081,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,06,,0.158,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,07,,-0.223,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,08,,0.182,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,09,,0.114,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,10,,-0.003,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,11,,0.129,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,12,,0.101,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,13,,-0.156,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,14,,-0.146,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,01,,-0.034,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,02,,-0.199,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,03,,-0.314,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,04,,0.059,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,05,,-0.119,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,06,,0.058,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,07,,0,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,08,,0.224,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,09,,-0.198,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,10,,-0.162,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,11,,-0.204,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,12,,0.112,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,13,,-0.09,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,EU,Union européenne,14,,0.237,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,01,,-0.075,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,02,,-0.17,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,03,,-0.279,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,04,,0.024,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,05,,-0.118,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,06,,0.015,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,07,,-0.043,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,08,,0.244,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,09,,-0.177,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,10,,-0.175,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,11,,-0.185,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,12,,0.108,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,13,,-0.122,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,OECD,OCDE - Total,14,,0.223,,A,,,,,,,
